00:00 - Blood Pressure (mmHg): Systolic=119, Diastolic=89
21:09 - Blood Pressure (mmHg): Systolic=107, Diastolic=82
21:10 - Blood Pressure (mmHg): Systolic=125, Diastolic=77
21:11 - Blood Pressure (mmHg): Systolic=111, Diastolic=73
21:12 - Blood Pressure (mmHg): Systolic=123, Diastolic=81
21:13 - Blood Pressure (mmHg): Systolic=116, Diastolic=83
21:14 - Blood Pressure (mmHg): Systolic=127, Diastolic=72
21:15 - Blood Pressure (mmHg): Systolic=117, Diastolic=75
21:16 - Blood Pressure (mmHg): Systolic=104, Diastolic=73
21:17 - Blood Pressure (mmHg): Systolic=118, Diastolic=89
21:18 - Blood Pressure (mmHg): Systolic=127, Diastolic=74
21:19 - Blood Pressure (mmHg): Systolic=115, Diastolic=78
21:20 - Blood Pressure (mmHg): Systolic=107, Diastolic=71
21:21 - Blood Pressure (mmHg): Systolic=101, Diastolic=86
21:22 - Blood Pressure (mmHg): Systolic=127, Diastolic=79
21:23 - Blood Pressure (mmHg): Systolic=109, Diastolic=88
21:24 - Blood Pressure (mmHg): Systolic=107, Diastolic=85
21:25 - Blood Pressure (mmHg): Systolic=101, Diastolic=80
21:26 - Blood Pressure (mmHg): Systolic=129, Diastolic=86
21:27 - Blood Pressure (mmHg): Systolic=113, Diastolic=83
21:28 - Blood Pressure (mmHg): Systolic=113, Diastolic=81
21:29 - Blood Pressure (mmHg): Systolic=123, Diastolic=83
21:30 - Blood Pressure (mmHg): Systolic=107, Diastolic=78
21:31 - Blood Pressure (mmHg): Systolic=110, Diastolic=73
21:32 - Blood Pressure (mmHg): Systolic=127, Diastolic=88
21:33 - Blood Pressure (mmHg): Systolic=124, Diastolic=70
21:34 - Blood Pressure (mmHg): Systolic=121, Diastolic=90
21:35 - Blood Pressure (mmHg): Systolic=101, Diastolic=73
21:36 - Blood Pressure (mmHg): Systolic=121, Diastolic=89
21:37 - Blood Pressure (mmHg): Systolic=115, Diastolic=79
21:38 - Blood Pressure (mmHg): Systolic=101, Diastolic=72
21:39 - Blood Pressure (mmHg): Systolic=111, Diastolic=70
21:40 - Blood Pressure (mmHg): Systolic=102, Diastolic=82
21:41 - Blood Pressure (mmHg): Systolic=102, Diastolic=87
21:42 - Blood Pressure (mmHg): Systolic=109, Diastolic=86
21:43 - Blood Pressure (mmHg): Systolic=124, Diastolic=90
21:44 - Blood Pressure (mmHg): Systolic=121, Diastolic=73
21:45 - Blood Pressure (mmHg): Systolic=129, Diastolic=76
21:46 - Blood Pressure (mmHg): Systolic=130, Diastolic=82
21:47 - Blood Pressure (mmHg): Systolic=113, Diastolic=86
21:48 - Blood Pressure (mmHg): Systolic=124, Diastolic=86
21:49 - Blood Pressure (mmHg): Systolic=103, Diastolic=82
21:50 - Blood Pressure (mmHg): Systolic=121, Diastolic=74
21:51 - Blood Pressure (mmHg): Systolic=130, Diastolic=89
21:52 - Blood Pressure (mmHg): Systolic=101, Diastolic=88
21:53 - Blood Pressure (mmHg): Systolic=117, Diastolic=89
21:54 - Blood Pressure (mmHg): Systolic=105, Diastolic=72
21:55 - Blood Pressure (mmHg): Systolic=101, Diastolic=79
21:56 - Blood Pressure (mmHg): Systolic=130, Diastolic=70
21:57 - Blood Pressure (mmHg): Systolic=130, Diastolic=78
21:58 - Blood Pressure (mmHg): Systolic=114, Diastolic=76
21:59 - Blood Pressure (mmHg): Systolic=102, Diastolic=72
22:00 - Blood Pressure (mmHg): Systolic=122, Diastolic=72
22:01 - Blood Pressure (mmHg): Systolic=127, Diastolic=84
22:02 - Blood Pressure (mmHg): Systolic=125, Diastolic=83
22:03 - Blood Pressure (mmHg): Systolic=120, Diastolic=71
22:04 - Blood Pressure (mmHg): Systolic=101, Diastolic=83
22:05 - Blood Pressure (mmHg): Systolic=122, Diastolic=76
22:06 - Blood Pressure (mmHg): Systolic=115, Diastolic=85
22:07 - Blood Pressure (mmHg): Systolic=124, Diastolic=72
22:08 - Blood Pressure (mmHg): Systolic=126, Diastolic=75
22:09 - Blood Pressure (mmHg): Systolic=102, Diastolic=84
22:10 - Blood Pressure (mmHg): Systolic=130, Diastolic=86
22:11 - Blood Pressure (mmHg): Systolic=108, Diastolic=81
22:12 - Blood Pressure (mmHg): Systolic=126, Diastolic=82
22:13 - Blood Pressure (mmHg): Systolic=122, Diastolic=80
22:14 - Blood Pressure (mmHg): Systolic=102, Diastolic=77
22:15 - Blood Pressure (mmHg): Systolic=113, Diastolic=74
22:16 - Blood Pressure (mmHg): Systolic=118, Diastolic=79
22:17 - Blood Pressure (mmHg): Systolic=100, Diastolic=89
22:18 - Blood Pressure (mmHg): Systolic=100, Diastolic=71
22:19 - Blood Pressure (mmHg): Systolic=114, Diastolic=78
22:20 - Blood Pressure (mmHg): Systolic=107, Diastolic=84
22:21 - Blood Pressure (mmHg): Systolic=121, Diastolic=77
22:22 - Blood Pressure (mmHg): Systolic=108, Diastolic=85
22:23 - Blood Pressure (mmHg): Systolic=108, Diastolic=83
22:24 - Blood Pressure (mmHg): Systolic=116, Diastolic=80
22:25 - Blood Pressure (mmHg): Systolic=123, Diastolic=81
22:26 - Blood Pressure (mmHg): Systolic=109, Diastolic=82
22:27 - Blood Pressure (mmHg): Systolic=129, Diastolic=81
22:28 - Blood Pressure (mmHg): Systolic=104, Diastolic=75
22:29 - Blood Pressure (mmHg): Systolic=110, Diastolic=81
22:30 - Blood Pressure (mmHg): Systolic=101, Diastolic=75
22:31 - Blood Pressure (mmHg): Systolic=116, Diastolic=79
22:32 - Blood Pressure (mmHg): Systolic=128, Diastolic=81
22:33 - Blood Pressure (mmHg): Systolic=124, Diastolic=87
22:34 - Blood Pressure (mmHg): Systolic=127, Diastolic=74
22:35 - Blood Pressure (mmHg): Systolic=123, Diastolic=82
22:36 - Blood Pressure (mmHg): Systolic=130, Diastolic=88
22:37 - Blood Pressure (mmHg): Systolic=106, Diastolic=75
22:38 - Blood Pressure (mmHg): Systolic=120, Diastolic=86
22:39 - Blood Pressure (mmHg): Systolic=120, Diastolic=74
22:40 - Blood Pressure (mmHg): Systolic=101, Diastolic=90
22:41 - Blood Pressure (mmHg): Systolic=100, Diastolic=89
22:42 - Blood Pressure (mmHg): Systolic=116, Diastolic=71
22:43 - Blood Pressure (mmHg): Systolic=109, Diastolic=85
22:44 - Blood Pressure (mmHg): Systolic=110, Diastolic=87
22:45 - Blood Pressure (mmHg): Systolic=106, Diastolic=79
22:46 - Blood Pressure (mmHg): Systolic=112, Diastolic=73
22:47 - Blood Pressure (mmHg): Systolic=121, Diastolic=81
22:48 - Blood Pressure (mmHg): Systolic=118, Diastolic=70
22:49 - Blood Pressure (mmHg): Systolic=105, Diastolic=76
22:50 - Blood Pressure (mmHg): Systolic=107, Diastolic=90
22:51 - Blood Pressure (mmHg): Systolic=124, Diastolic=74
22:52 - Blood Pressure (mmHg): Systolic=109, Diastolic=87
22:53 - Blood Pressure (mmHg): Systolic=109, Diastolic=87
22:54 - Blood Pressure (mmHg): Systolic=110, Diastolic=71
22:55 - Blood Pressure (mmHg): Systolic=102, Diastolic=76
22:56 - Blood Pressure (mmHg): Systolic=117, Diastolic=70
22:57 - Blood Pressure (mmHg): Systolic=119, Diastolic=89
22:58 - Blood Pressure (mmHg): Systolic=114, Diastolic=89
22:59 - Blood Pressure (mmHg): Systolic=105, Diastolic=72
23:00 - Blood Pressure (mmHg): Systolic=125, Diastolic=86
23:01 - Blood Pressure (mmHg): Systolic=123, Diastolic=74
23:02 - Blood Pressure (mmHg): Systolic=129, Diastolic=82
23:03 - Blood Pressure (mmHg): Systolic=128, Diastolic=78
23:04 - Blood Pressure (mmHg): Systolic=120, Diastolic=71
23:05 - Blood Pressure (mmHg): Systolic=116, Diastolic=84
23:06 - Blood Pressure (mmHg): Systolic=119, Diastolic=82
23:07 - Blood Pressure (mmHg): Systolic=102, Diastolic=83
23:08 - Blood Pressure (mmHg): Systolic=108, Diastolic=71
23:09 - Blood Pressure (mmHg): Systolic=111, Diastolic=90
23:10 - Blood Pressure (mmHg): Systolic=120, Diastolic=81
23:11 - Blood Pressure (mmHg): Systolic=107, Diastolic=88
23:12 - Blood Pressure (mmHg): Systolic=117, Diastolic=78
23:13 - Blood Pressure (mmHg): Systolic=113, Diastolic=72
23:14 - Blood Pressure (mmHg): Systolic=122, Diastolic=75
23:15 - Blood Pressure (mmHg): Systolic=112, Diastolic=78
23:16 - Blood Pressure (mmHg): Systolic=109, Diastolic=88
23:17 - Blood Pressure (mmHg): Systolic=103, Diastolic=77
23:18 - Blood Pressure (mmHg): Systolic=107, Diastolic=86
23:19 - Blood Pressure (mmHg): Systolic=116, Diastolic=85
23:20 - Blood Pressure (mmHg): Systolic=107, Diastolic=77
23:21 - Blood Pressure (mmHg): Systolic=102, Diastolic=80
23:22 - Blood Pressure (mmHg): Systolic=113, Diastolic=76
23:23 - Blood Pressure (mmHg): Systolic=128, Diastolic=90
23:24 - Blood Pressure (mmHg): Systolic=122, Diastolic=87
23:25 - Blood Pressure (mmHg): Systolic=116, Diastolic=79
23:26 - Blood Pressure (mmHg): Systolic=100, Diastolic=77
23:27 - Blood Pressure (mmHg): Systolic=124, Diastolic=82
23:28 - Blood Pressure (mmHg): Systolic=103, Diastolic=80
23:29 - Blood Pressure (mmHg): Systolic=106, Diastolic=70
23:30 - Blood Pressure (mmHg): Systolic=112, Diastolic=86
23:31 - Blood Pressure (mmHg): Systolic=118, Diastolic=78
23:32 - Blood Pressure (mmHg): Systolic=129, Diastolic=87
23:33 - Blood Pressure (mmHg): Systolic=125, Diastolic=76
23:34 - Blood Pressure (mmHg): Systolic=106, Diastolic=72
23:35 - Blood Pressure (mmHg): Systolic=129, Diastolic=84
23:36 - Blood Pressure (mmHg): Systolic=126, Diastolic=82
23:37 - Blood Pressure (mmHg): Systolic=124, Diastolic=82
23:38 - Blood Pressure (mmHg): Systolic=120, Diastolic=90
23:39 - Blood Pressure (mmHg): Systolic=125, Diastolic=80
23:40 - Blood Pressure (mmHg): Systolic=125, Diastolic=78
23:41 - Blood Pressure (mmHg): Systolic=114, Diastolic=74
23:42 - Blood Pressure (mmHg): Systolic=111, Diastolic=89
23:43 - Blood Pressure (mmHg): Systolic=118, Diastolic=70
23:44 - Blood Pressure (mmHg): Systolic=120, Diastolic=76
23:45 - Blood Pressure (mmHg): Systolic=127, Diastolic=79
23:46 - Blood Pressure (mmHg): Systolic=109, Diastolic=86
23:47 - Blood Pressure (mmHg): Systolic=106, Diastolic=86
23:48 - Blood Pressure (mmHg): Systolic=117, Diastolic=78
23:49 - Blood Pressure (mmHg): Systolic=104, Diastolic=87
23:50 - Blood Pressure (mmHg): Systolic=106, Diastolic=70
23:51 - Blood Pressure (mmHg): Systolic=117, Diastolic=78
23:52 - Blood Pressure (mmHg): Systolic=103, Diastolic=83
23:53 - Blood Pressure (mmHg): Systolic=128, Diastolic=85
23:54 - Blood Pressure (mmHg): Systolic=116, Diastolic=89
23:55 - Blood Pressure (mmHg): Systolic=128, Diastolic=72
23:56 - Blood Pressure (mmHg): Systolic=103, Diastolic=79
23:57 - Blood Pressure (mmHg): Systolic=111, Diastolic=82
23:58 - Blood Pressure (mmHg): Systolic=105, Diastolic=80
23:59 - Blood Pressure (mmHg): Systolic=117, Diastolic=70
00:00 - Blood Pressure (mmHg): Systolic=116, Diastolic=85


** Process exited - Return Code: 0 **
Press Enter to exit terminal
