00:00 - Blood Pressure (mmHg): Systolic=127, Diastolic=94
21:09 - Blood Pressure (mmHg): Systolic=120, Diastolic=80
21:10 - Blood Pressure (mmHg): Systolic=158, Diastolic=89
21:11 - Blood Pressure (mmHg): Systolic=126, Diastolic=95
21:12 - Blood Pressure (mmHg): Systolic=160, Diastolic=90
21:13 - Blood Pressure (mmHg): Systolic=138, Diastolic=89
21:14 - Blood Pressure (mmHg): Systolic=149, Diastolic=89
21:15 - Blood Pressure (mmHg): Systolic=130, Diastolic=99
21:16 - Blood Pressure (mmHg): Systolic=138, Diastolic=81
21:17 - Blood Pressure (mmHg): Systolic=133, Diastolic=83
21:18 - Blood Pressure (mmHg): Systolic=159, Diastolic=97
21:19 - Blood Pressure (mmHg): Systolic=132, Diastolic=94
21:20 - Blood Pressure (mmHg): Systolic=156, Diastolic=84
21:21 - Blood Pressure (mmHg): Systolic=135, Diastolic=87
21:22 - Blood Pressure (mmHg): Systolic=124, Diastolic=80
21:23 - Blood Pressure (mmHg): Systolic=133, Diastolic=99
21:24 - Blood Pressure (mmHg): Systolic=148, Diastolic=100
21:25 - Blood Pressure (mmHg): Systolic=156, Diastolic=89
21:26 - Blood Pressure (mmHg): Systolic=157, Diastolic=94
21:27 - Blood Pressure (mmHg): Systolic=126, Diastolic=95
21:28 - Blood Pressure (mmHg): Systolic=120, Diastolic=94
21:29 - Blood Pressure (mmHg): Systolic=155, Diastolic=98
21:30 - Blood Pressure (mmHg): Systolic=151, Diastolic=94
21:31 - Blood Pressure (mmHg): Systolic=150, Diastolic=92
21:32 - Blood Pressure (mmHg): Systolic=129, Diastolic=90
21:33 - Blood Pressure (mmHg): Systolic=150, Diastolic=80
21:34 - Blood Pressure (mmHg): Systolic=139, Diastolic=91
21:35 - Blood Pressure (mmHg): Systolic=122, Diastolic=98
21:36 - Blood Pressure (mmHg): Systolic=132, Diastolic=85
21:37 - Blood Pressure (mmHg): Systolic=121, Diastolic=86
21:38 - Blood Pressure (mmHg): Systolic=156, Diastolic=86
21:39 - Blood Pressure (mmHg): Systolic=135, Diastolic=85
21:40 - Blood Pressure (mmHg): Systolic=125, Diastolic=99
21:41 - Blood Pressure (mmHg): Systolic=146, Diastolic=96
21:42 - Blood Pressure (mmHg): Systolic=151, Diastolic=87
21:43 - Blood Pressure (mmHg): Systolic=142, Diastolic=98
21:44 - Blood Pressure (mmHg): Systolic=149, Diastolic=94
21:45 - Blood Pressure (mmHg): Systolic=129, Diastolic=96
21:46 - Blood Pressure (mmHg): Systolic=142, Diastolic=82
21:47 - Blood Pressure (mmHg): Systolic=139, Diastolic=97
21:48 - Blood Pressure (mmHg): Systolic=120, Diastolic=87
21:49 - Blood Pressure (mmHg): Systolic=138, Diastolic=96
21:50 - Blood Pressure (mmHg): Systolic=133, Diastolic=80
21:51 - Blood Pressure (mmHg): Systolic=141, Diastolic=99
21:52 - Blood Pressure (mmHg): Systolic=125, Diastolic=85
21:53 - Blood Pressure (mmHg): Systolic=137, Diastolic=83
21:54 - Blood Pressure (mmHg): Systolic=148, Diastolic=81
21:55 - Blood Pressure (mmHg): Systolic=138, Diastolic=89
21:56 - Blood Pressure (mmHg): Systolic=129, Diastolic=93
21:57 - Blood Pressure (mmHg): Systolic=136, Diastolic=97
21:58 - Blood Pressure (mmHg): Systolic=126, Diastolic=84
21:59 - Blood Pressure (mmHg): Systolic=147, Diastolic=88
22:00 - Blood Pressure (mmHg): Systolic=132, Diastolic=83
22:01 - Blood Pressure (mmHg): Systolic=142, Diastolic=99
22:02 - Blood Pressure (mmHg): Systolic=123, Diastolic=99
22:03 - Blood Pressure (mmHg): Systolic=148, Diastolic=96
22:04 - Blood Pressure (mmHg): Systolic=143, Diastolic=93
22:05 - Blood Pressure (mmHg): Systolic=151, Diastolic=98
22:06 - Blood Pressure (mmHg): Systolic=134, Diastolic=92
22:07 - Blood Pressure (mmHg): Systolic=159, Diastolic=91
22:08 - Blood Pressure (mmHg): Systolic=135, Diastolic=100
22:09 - Blood Pressure (mmHg): Systolic=148, Diastolic=81
22:10 - Blood Pressure (mmHg): Systolic=155, Diastolic=94
22:11 - Blood Pressure (mmHg): Systolic=139, Diastolic=96
22:12 - Blood Pressure (mmHg): Systolic=147, Diastolic=100
22:13 - Blood Pressure (mmHg): Systolic=136, Diastolic=93
22:14 - Blood Pressure (mmHg): Systolic=128, Diastolic=99
22:15 - Blood Pressure (mmHg): Systolic=128, Diastolic=97
22:16 - Blood Pressure (mmHg): Systolic=146, Diastolic=88
22:17 - Blood Pressure (mmHg): Systolic=137, Diastolic=89
22:18 - Blood Pressure (mmHg): Systolic=120, Diastolic=82
22:19 - Blood Pressure (mmHg): Systolic=149, Diastolic=96
22:20 - Blood Pressure (mmHg): Systolic=123, Diastolic=97
22:21 - Blood Pressure (mmHg): Systolic=121, Diastolic=86
22:22 - Blood Pressure (mmHg): Systolic=124, Diastolic=80
22:23 - Blood Pressure (mmHg): Systolic=145, Diastolic=89
22:24 - Blood Pressure (mmHg): Systolic=156, Diastolic=99
22:25 - Blood Pressure (mmHg): Systolic=128, Diastolic=88
22:26 - Blood Pressure (mmHg): Systolic=127, Diastolic=95
22:27 - Blood Pressure (mmHg): Systolic=154, Diastolic=95
22:28 - Blood Pressure (mmHg): Systolic=156, Diastolic=86
22:29 - Blood Pressure (mmHg): Systolic=127, Diastolic=96
22:30 - Blood Pressure (mmHg): Systolic=139, Diastolic=90
22:31 - Blood Pressure (mmHg): Systolic=143, Diastolic=85
22:32 - Blood Pressure (mmHg): Systolic=160, Diastolic=87
22:33 - Blood Pressure (mmHg): Systolic=138, Diastolic=89
22:34 - Blood Pressure (mmHg): Systolic=146, Diastolic=96
22:35 - Blood Pressure (mmHg): Systolic=129, Diastolic=93
22:36 - Blood Pressure (mmHg): Systolic=121, Diastolic=96
22:37 - Blood Pressure (mmHg): Systolic=120, Diastolic=93
22:38 - Blood Pressure (mmHg): Systolic=158, Diastolic=83
22:39 - Blood Pressure (mmHg): Systolic=138, Diastolic=91
22:40 - Blood Pressure (mmHg): Systolic=153, Diastolic=83
22:41 - Blood Pressure (mmHg): Systolic=147, Diastolic=94
22:42 - Blood Pressure (mmHg): Systolic=127, Diastolic=93
22:43 - Blood Pressure (mmHg): Systolic=148, Diastolic=86
22:44 - Blood Pressure (mmHg): Systolic=138, Diastolic=100
22:45 - Blood Pressure (mmHg): Systolic=123, Diastolic=84
22:46 - Blood Pressure (mmHg): Systolic=141, Diastolic=86
22:47 - Blood Pressure (mmHg): Systolic=152, Diastolic=82
22:48 - Blood Pressure (mmHg): Systolic=158, Diastolic=95
22:49 - Blood Pressure (mmHg): Systolic=122, Diastolic=93
22:50 - Blood Pressure (mmHg): Systolic=126, Diastolic=80
22:51 - Blood Pressure (mmHg): Systolic=129, Diastolic=95
22:52 - Blood Pressure (mmHg): Systolic=138, Diastolic=99
22:53 - Blood Pressure (mmHg): Systolic=141, Diastolic=92
22:54 - Blood Pressure (mmHg): Systolic=159, Diastolic=81
22:55 - Blood Pressure (mmHg): Systolic=140, Diastolic=81
22:56 - Blood Pressure (mmHg): Systolic=156, Diastolic=85
22:57 - Blood Pressure (mmHg): Systolic=158, Diastolic=100
22:58 - Blood Pressure (mmHg): Systolic=155, Diastolic=89
22:59 - Blood Pressure (mmHg): Systolic=120, Diastolic=96
23:00 - Blood Pressure (mmHg): Systolic=125, Diastolic=94
23:01 - Blood Pressure (mmHg): Systolic=143, Diastolic=95
23:02 - Blood Pressure (mmHg): Systolic=125, Diastolic=94
23:03 - Blood Pressure (mmHg): Systolic=147, Diastolic=98
23:04 - Blood Pressure (mmHg): Systolic=126, Diastolic=100
23:05 - Blood Pressure (mmHg): Systolic=140, Diastolic=80
23:06 - Blood Pressure (mmHg): Systolic=158, Diastolic=86
23:07 - Blood Pressure (mmHg): Systolic=145, Diastolic=91
23:08 - Blood Pressure (mmHg): Systolic=131, Diastolic=82
23:09 - Blood Pressure (mmHg): Systolic=149, Diastolic=92
23:10 - Blood Pressure (mmHg): Systolic=137, Diastolic=98
23:11 - Blood Pressure (mmHg): Systolic=125, Diastolic=93
23:12 - Blood Pressure (mmHg): Systolic=159, Diastolic=80
23:13 - Blood Pressure (mmHg): Systolic=132, Diastolic=88
23:14 - Blood Pressure (mmHg): Systolic=159, Diastolic=85
23:15 - Blood Pressure (mmHg): Systolic=153, Diastolic=100
23:16 - Blood Pressure (mmHg): Systolic=142, Diastolic=95
23:17 - Blood Pressure (mmHg): Systolic=147, Diastolic=80
23:18 - Blood Pressure (mmHg): Systolic=127, Diastolic=90
23:19 - Blood Pressure (mmHg): Systolic=137, Diastolic=93
23:20 - Blood Pressure (mmHg): Systolic=156, Diastolic=82
23:21 - Blood Pressure (mmHg): Systolic=131, Diastolic=98
23:22 - Blood Pressure (mmHg): Systolic=142, Diastolic=99
23:23 - Blood Pressure (mmHg): Systolic=156, Diastolic=80
23:24 - Blood Pressure (mmHg): Systolic=137, Diastolic=97
23:25 - Blood Pressure (mmHg): Systolic=137, Diastolic=100
23:26 - Blood Pressure (mmHg): Systolic=122, Diastolic=92
23:27 - Blood Pressure (mmHg): Systolic=140, Diastolic=86
23:28 - Blood Pressure (mmHg): Systolic=124, Diastolic=91
23:29 - Blood Pressure (mmHg): Systolic=146, Diastolic=99
23:30 - Blood Pressure (mmHg): Systolic=129, Diastolic=82
23:31 - Blood Pressure (mmHg): Systolic=140, Diastolic=89
23:32 - Blood Pressure (mmHg): Systolic=154, Diastolic=94
23:33 - Blood Pressure (mmHg): Systolic=142, Diastolic=80
23:34 - Blood Pressure (mmHg): Systolic=144, Diastolic=93
23:35 - Blood Pressure (mmHg): Systolic=136, Diastolic=87
23:36 - Blood Pressure (mmHg): Systolic=142, Diastolic=88
23:37 - Blood Pressure (mmHg): Systolic=138, Diastolic=94
23:38 - Blood Pressure (mmHg): Systolic=152, Diastolic=97
23:39 - Blood Pressure (mmHg): Systolic=129, Diastolic=96
23:40 - Blood Pressure (mmHg): Systolic=128, Diastolic=99
23:41 - Blood Pressure (mmHg): Systolic=152, Diastolic=87
23:42 - Blood Pressure (mmHg): Systolic=138, Diastolic=99
23:43 - Blood Pressure (mmHg): Systolic=129, Diastolic=81
23:44 - Blood Pressure (mmHg): Systolic=131, Diastolic=82
23:45 - Blood Pressure (mmHg): Systolic=154, Diastolic=83
23:46 - Blood Pressure (mmHg): Systolic=143, Diastolic=87
23:47 - Blood Pressure (mmHg): Systolic=145, Diastolic=97
23:48 - Blood Pressure (mmHg): Systolic=160, Diastolic=82
23:49 - Blood Pressure (mmHg): Systolic=143, Diastolic=84
23:50 - Blood Pressure (mmHg): Systolic=153, Diastolic=84
23:51 - Blood Pressure (mmHg): Systolic=136, Diastolic=92
23:52 - Blood Pressure (mmHg): Systolic=153, Diastolic=81
23:53 - Blood Pressure (mmHg): Systolic=143, Diastolic=82
23:54 - Blood Pressure (mmHg): Systolic=124, Diastolic=93
23:55 - Blood Pressure (mmHg): Systolic=158, Diastolic=90
23:56 - Blood Pressure (mmHg): Systolic=138, Diastolic=82
23:57 - Blood Pressure (mmHg): Systolic=124, Diastolic=98
23:58 - Blood Pressure (mmHg): Systolic=151, Diastolic=86
23:59 - Blood Pressure (mmHg): Systolic=144, Diastolic=88
00:00 - Blood Pressure (mmHg): Systolic=143, Diastolic=95


** Process exited - Return Code: 0 **
Press Enter to exit terminal
