00:00 - Blood Pressure (mmHg): Systolic=118, Diastolic=78
21:09 - Blood Pressure (mmHg): Systolic=119, Diastolic=79
21:10 - Blood Pressure (mmHg): Systolic=92, Diastolic=77
21:11 - Blood Pressure (mmHg): Systolic=107, Diastolic=79
21:12 - Blood Pressure (mmHg): Systolic=98, Diastolic=70
21:13 - Blood Pressure (mmHg): Systolic=110, Diastolic=64
21:14 - Blood Pressure (mmHg): Systolic=120, Diastolic=79
21:15 - Blood Pressure (mmHg): Systolic=107, Diastolic=73
21:16 - Blood Pressure (mmHg): Systolic=115, Diastolic=80
21:17 - Blood Pressure (mmHg): Systolic=108, Diastolic=64
21:18 - Blood Pressure (mmHg): Systolic=118, Diastolic=76
21:19 - Blood Pressure (mmHg): Systolic=102, Diastolic=61
21:20 - Blood Pressure (mmHg): Systolic=112, Diastolic=66
21:21 - Blood Pressure (mmHg): Systolic=100, Diastolic=62
21:22 - Blood Pressure (mmHg): Systolic=109, Diastolic=65
21:23 - Blood Pressure (mmHg): Systolic=105, Diastolic=76
21:24 - Blood Pressure (mmHg): Systolic=105, Diastolic=61
21:25 - Blood Pressure (mmHg): Systolic=96, Diastolic=63
21:26 - Blood Pressure (mmHg): Systolic=115, Diastolic=68
21:27 - Blood Pressure (mmHg): Systolic=97, Diastolic=61
21:28 - Blood Pressure (mmHg): Systolic=111, Diastolic=63
21:29 - Blood Pressure (mmHg): Systolic=116, Diastolic=75
21:30 - Blood Pressure (mmHg): Systolic=112, Diastolic=60
21:31 - Blood Pressure (mmHg): Systolic=113, Diastolic=70
21:32 - Blood Pressure (mmHg): Systolic=111, Diastolic=66
21:33 - Blood Pressure (mmHg): Systolic=98, Diastolic=71
21:34 - Blood Pressure (mmHg): Systolic=113, Diastolic=75
21:35 - Blood Pressure (mmHg): Systolic=110, Diastolic=62
21:36 - Blood Pressure (mmHg): Systolic=115, Diastolic=60
21:37 - Blood Pressure (mmHg): Systolic=101, Diastolic=76
21:38 - Blood Pressure (mmHg): Systolic=103, Diastolic=72
21:39 - Blood Pressure (mmHg): Systolic=112, Diastolic=66
21:40 - Blood Pressure (mmHg): Systolic=119, Diastolic=78
21:41 - Blood Pressure (mmHg): Systolic=110, Diastolic=64
21:42 - Blood Pressure (mmHg): Systolic=108, Diastolic=80
21:43 - Blood Pressure (mmHg): Systolic=92, Diastolic=78
21:44 - Blood Pressure (mmHg): Systolic=112, Diastolic=71
21:45 - Blood Pressure (mmHg): Systolic=108, Diastolic=68
21:46 - Blood Pressure (mmHg): Systolic=100, Diastolic=65
21:47 - Blood Pressure (mmHg): Systolic=90, Diastolic=69
21:48 - Blood Pressure (mmHg): Systolic=112, Diastolic=78
21:49 - Blood Pressure (mmHg): Systolic=100, Diastolic=70
21:50 - Blood Pressure (mmHg): Systolic=108, Diastolic=74
21:51 - Blood Pressure (mmHg): Systolic=100, Diastolic=72
21:52 - Blood Pressure (mmHg): Systolic=109, Diastolic=76
21:53 - Blood Pressure (mmHg): Systolic=97, Diastolic=68
21:54 - Blood Pressure (mmHg): Systolic=114, Diastolic=64
21:55 - Blood Pressure (mmHg): Systolic=117, Diastolic=71
21:56 - Blood Pressure (mmHg): Systolic=113, Diastolic=60
21:57 - Blood Pressure (mmHg): Systolic=93, Diastolic=73
21:58 - Blood Pressure (mmHg): Systolic=92, Diastolic=61
21:59 - Blood Pressure (mmHg): Systolic=105, Diastolic=77
22:00 - Blood Pressure (mmHg): Systolic=96, Diastolic=60
22:01 - Blood Pressure (mmHg): Systolic=107, Diastolic=66
22:02 - Blood Pressure (mmHg): Systolic=117, Diastolic=77
22:03 - Blood Pressure (mmHg): Systolic=94, Diastolic=70
22:04 - Blood Pressure (mmHg): Systolic=110, Diastolic=72
22:05 - Blood Pressure (mmHg): Systolic=119, Diastolic=80
22:06 - Blood Pressure (mmHg): Systolic=94, Diastolic=73
22:07 - Blood Pressure (mmHg): Systolic=104, Diastolic=64
22:08 - Blood Pressure (mmHg): Systolic=115, Diastolic=78
22:09 - Blood Pressure (mmHg): Systolic=93, Diastolic=62
22:10 - Blood Pressure (mmHg): Systolic=110, Diastolic=65
22:11 - Blood Pressure (mmHg): Systolic=108, Diastolic=76
22:12 - Blood Pressure (mmHg): Systolic=91, Diastolic=74
22:13 - Blood Pressure (mmHg): Systolic=97, Diastolic=74
22:14 - Blood Pressure (mmHg): Systolic=111, Diastolic=73
22:15 - Blood Pressure (mmHg): Systolic=93, Diastolic=73
22:16 - Blood Pressure (mmHg): Systolic=120, Diastolic=72
22:17 - Blood Pressure (mmHg): Systolic=107, Diastolic=69
22:18 - Blood Pressure (mmHg): Systolic=113, Diastolic=68
22:19 - Blood Pressure (mmHg): Systolic=91, Diastolic=69
22:20 - Blood Pressure (mmHg): Systolic=116, Diastolic=77
22:21 - Blood Pressure (mmHg): Systolic=95, Diastolic=80
22:22 - Blood Pressure (mmHg): Systolic=101, Diastolic=77
22:23 - Blood Pressure (mmHg): Systolic=116, Diastolic=80
22:24 - Blood Pressure (mmHg): Systolic=90, Diastolic=66
22:25 - Blood Pressure (mmHg): Systolic=110, Diastolic=80
22:26 - Blood Pressure (mmHg): Systolic=118, Diastolic=73
22:27 - Blood Pressure (mmHg): Systolic=92, Diastolic=72
22:28 - Blood Pressure (mmHg): Systolic=108, Diastolic=72
22:29 - Blood Pressure (mmHg): Systolic=94, Diastolic=71
22:30 - Blood Pressure (mmHg): Systolic=90, Diastolic=77
22:31 - Blood Pressure (mmHg): Systolic=113, Diastolic=79
22:32 - Blood Pressure (mmHg): Systolic=116, Diastolic=60
22:33 - Blood Pressure (mmHg): Systolic=110, Diastolic=64
22:34 - Blood Pressure (mmHg): Systolic=94, Diastolic=69
22:35 - Blood Pressure (mmHg): Systolic=90, Diastolic=72
22:36 - Blood Pressure (mmHg): Systolic=98, Diastolic=65
22:37 - Blood Pressure (mmHg): Systolic=110, Diastolic=78
22:38 - Blood Pressure (mmHg): Systolic=99, Diastolic=77
22:39 - Blood Pressure (mmHg): Systolic=119, Diastolic=73
22:40 - Blood Pressure (mmHg): Systolic=100, Diastolic=67
22:41 - Blood Pressure (mmHg): Systolic=106, Diastolic=64
22:42 - Blood Pressure (mmHg): Systolic=97, Diastolic=76
22:43 - Blood Pressure (mmHg): Systolic=101, Diastolic=66
22:44 - Blood Pressure (mmHg): Systolic=109, Diastolic=69
22:45 - Blood Pressure (mmHg): Systolic=91, Diastolic=71
22:46 - Blood Pressure (mmHg): Systolic=106, Diastolic=64
22:47 - Blood Pressure (mmHg): Systolic=95, Diastolic=75
22:48 - Blood Pressure (mmHg): Systolic=99, Diastolic=76
22:49 - Blood Pressure (mmHg): Systolic=106, Diastolic=80
22:50 - Blood Pressure (mmHg): Systolic=91, Diastolic=75
22:51 - Blood Pressure (mmHg): Systolic=115, Diastolic=64
22:52 - Blood Pressure (mmHg): Systolic=114, Diastolic=69
22:53 - Blood Pressure (mmHg): Systolic=99, Diastolic=70
22:54 - Blood Pressure (mmHg): Systolic=92, Diastolic=72
22:55 - Blood Pressure (mmHg): Systolic=101, Diastolic=75
22:56 - Blood Pressure (mmHg): Systolic=101, Diastolic=76
22:57 - Blood Pressure (mmHg): Systolic=117, Diastolic=68
22:58 - Blood Pressure (mmHg): Systolic=108, Diastolic=75
22:59 - Blood Pressure (mmHg): Systolic=91, Diastolic=80
23:00 - Blood Pressure (mmHg): Systolic=114, Diastolic=70
23:01 - Blood Pressure (mmHg): Systolic=93, Diastolic=77
23:02 - Blood Pressure (mmHg): Systolic=91, Diastolic=77
23:03 - Blood Pressure (mmHg): Systolic=107, Diastolic=80
23:04 - Blood Pressure (mmHg): Systolic=113, Diastolic=68
23:05 - Blood Pressure (mmHg): Systolic=103, Diastolic=61
23:06 - Blood Pressure (mmHg): Systolic=97, Diastolic=74
23:07 - Blood Pressure (mmHg): Systolic=90, Diastolic=78
23:08 - Blood Pressure (mmHg): Systolic=112, Diastolic=62
23:09 - Blood Pressure (mmHg): Systolic=95, Diastolic=63
23:10 - Blood Pressure (mmHg): Systolic=115, Diastolic=63
23:11 - Blood Pressure (mmHg): Systolic=117, Diastolic=65
23:12 - Blood Pressure (mmHg): Systolic=96, Diastolic=80
23:13 - Blood Pressure (mmHg): Systolic=98, Diastolic=70
23:14 - Blood Pressure (mmHg): Systolic=110, Diastolic=69
23:15 - Blood Pressure (mmHg): Systolic=101, Diastolic=65
23:16 - Blood Pressure (mmHg): Systolic=99, Diastolic=77
23:17 - Blood Pressure (mmHg): Systolic=107, Diastolic=74
23:18 - Blood Pressure (mmHg): Systolic=109, Diastolic=72
23:19 - Blood Pressure (mmHg): Systolic=112, Diastolic=67
23:20 - Blood Pressure (mmHg): Systolic=116, Diastolic=80
23:21 - Blood Pressure (mmHg): Systolic=111, Diastolic=68
23:22 - Blood Pressure (mmHg): Systolic=119, Diastolic=69
23:23 - Blood Pressure (mmHg): Systolic=112, Diastolic=80
23:24 - Blood Pressure (mmHg): Systolic=115, Diastolic=61
23:25 - Blood Pressure (mmHg): Systolic=93, Diastolic=74
23:26 - Blood Pressure (mmHg): Systolic=113, Diastolic=72
23:27 - Blood Pressure (mmHg): Systolic=114, Diastolic=66
23:28 - Blood Pressure (mmHg): Systolic=100, Diastolic=76
23:29 - Blood Pressure (mmHg): Systolic=95, Diastolic=73
23:30 - Blood Pressure (mmHg): Systolic=104, Diastolic=69
23:31 - Blood Pressure (mmHg): Systolic=98, Diastolic=74
23:32 - Blood Pressure (mmHg): Systolic=101, Diastolic=79
23:33 - Blood Pressure (mmHg): Systolic=103, Diastolic=71
23:34 - Blood Pressure (mmHg): Systolic=118, Diastolic=69
23:35 - Blood Pressure (mmHg): Systolic=120, Diastolic=77
23:36 - Blood Pressure (mmHg): Systolic=90, Diastolic=72
23:37 - Blood Pressure (mmHg): Systolic=90, Diastolic=67
23:38 - Blood Pressure (mmHg): Systolic=105, Diastolic=60
23:39 - Blood Pressure (mmHg): Systolic=120, Diastolic=73
23:40 - Blood Pressure (mmHg): Systolic=118, Diastolic=71
23:41 - Blood Pressure (mmHg): Systolic=103, Diastolic=69
23:42 - Blood Pressure (mmHg): Systolic=109, Diastolic=68
23:43 - Blood Pressure (mmHg): Systolic=116, Diastolic=71
23:44 - Blood Pressure (mmHg): Systolic=90, Diastolic=69
23:45 - Blood Pressure (mmHg): Systolic=111, Diastolic=66
23:46 - Blood Pressure (mmHg): Systolic=92, Diastolic=67
23:47 - Blood Pressure (mmHg): Systolic=113, Diastolic=75
23:48 - Blood Pressure (mmHg): Systolic=109, Diastolic=80
23:49 - Blood Pressure (mmHg): Systolic=102, Diastolic=72
23:50 - Blood Pressure (mmHg): Systolic=98, Diastolic=78
23:51 - Blood Pressure (mmHg): Systolic=114, Diastolic=79
23:52 - Blood Pressure (mmHg): Systolic=93, Diastolic=69
23:53 - Blood Pressure (mmHg): Systolic=112, Diastolic=72
23:54 - Blood Pressure (mmHg): Systolic=106, Diastolic=76
23:55 - Blood Pressure (mmHg): Systolic=92, Diastolic=73
23:56 - Blood Pressure (mmHg): Systolic=118, Diastolic=76
23:57 - Blood Pressure (mmHg): Systolic=108, Diastolic=79
23:58 - Blood Pressure (mmHg): Systolic=102, Diastolic=76
23:59 - Blood Pressure (mmHg): Systolic=113, Diastolic=80
00:00 - Blood Pressure (mmHg): Systolic=91, Diastolic=67


** Process exited - Return Code: 0 **
Press Enter to exit terminal
