00:00 - Blood Pressure (mmHg): Systolic=134, Diastolic=88
21:09 - Blood Pressure (mmHg): Systolic=140, Diastolic=99
21:10 - Blood Pressure (mmHg): Systolic=132, Diastolic=99
21:11 - Blood Pressure (mmHg): Systolic=146, Diastolic=97
21:12 - Blood Pressure (mmHg): Systolic=159, Diastolic=97
21:13 - Blood Pressure (mmHg): Systolic=136, Diastolic=87
21:14 - Blood Pressure (mmHg): Systolic=129, Diastolic=84
21:15 - Blood Pressure (mmHg): Systolic=148, Diastolic=87
21:16 - Blood Pressure (mmHg): Systolic=127, Diastolic=86
21:17 - Blood Pressure (mmHg): Systolic=146, Diastolic=98
21:18 - Blood Pressure (mmHg): Systolic=128, Diastolic=96
21:19 - Blood Pressure (mmHg): Systolic=144, Diastolic=100
21:20 - Blood Pressure (mmHg): Systolic=151, Diastolic=90
21:21 - Blood Pressure (mmHg): Systolic=123, Diastolic=92
21:22 - Blood Pressure (mmHg): Systolic=130, Diastolic=84
21:23 - Blood Pressure (mmHg): Systolic=121, Diastolic=95
21:24 - Blood Pressure (mmHg): Systolic=140, Diastolic=86
21:25 - Blood Pressure (mmHg): Systolic=141, Diastolic=85
21:26 - Blood Pressure (mmHg): Systolic=140, Diastolic=93
21:27 - Blood Pressure (mmHg): Systolic=138, Diastolic=96
21:28 - Blood Pressure (mmHg): Systolic=127, Diastolic=83
21:29 - Blood Pressure (mmHg): Systolic=160, Diastolic=83
21:30 - Blood Pressure (mmHg): Systolic=129, Diastolic=89
21:31 - Blood Pressure (mmHg): Systolic=144, Diastolic=86
21:32 - Blood Pressure (mmHg): Systolic=132, Diastolic=91
21:33 - Blood Pressure (mmHg): Systolic=151, Diastolic=80
21:34 - Blood Pressure (mmHg): Systolic=129, Diastolic=86
21:35 - Blood Pressure (mmHg): Systolic=159, Diastolic=91
21:36 - Blood Pressure (mmHg): Systolic=150, Diastolic=97
21:37 - Blood Pressure (mmHg): Systolic=151, Diastolic=88
21:38 - Blood Pressure (mmHg): Systolic=143, Diastolic=82
21:39 - Blood Pressure (mmHg): Systolic=155, Diastolic=97
21:40 - Blood Pressure (mmHg): Systolic=153, Diastolic=88
21:41 - Blood Pressure (mmHg): Systolic=135, Diastolic=82
21:42 - Blood Pressure (mmHg): Systolic=153, Diastolic=92
21:43 - Blood Pressure (mmHg): Systolic=151, Diastolic=80
21:44 - Blood Pressure (mmHg): Systolic=153, Diastolic=81
21:45 - Blood Pressure (mmHg): Systolic=158, Diastolic=97
21:46 - Blood Pressure (mmHg): Systolic=143, Diastolic=85
21:47 - Blood Pressure (mmHg): Systolic=121, Diastolic=93
21:48 - Blood Pressure (mmHg): Systolic=157, Diastolic=94
21:49 - Blood Pressure (mmHg): Systolic=140, Diastolic=87
21:50 - Blood Pressure (mmHg): Systolic=141, Diastolic=83
21:51 - Blood Pressure (mmHg): Systolic=139, Diastolic=92
21:52 - Blood Pressure (mmHg): Systolic=157, Diastolic=80
21:53 - Blood Pressure (mmHg): Systolic=124, Diastolic=93
21:54 - Blood Pressure (mmHg): Systolic=138, Diastolic=92
21:55 - Blood Pressure (mmHg): Systolic=157, Diastolic=86
21:56 - Blood Pressure (mmHg): Systolic=134, Diastolic=99
21:57 - Blood Pressure (mmHg): Systolic=147, Diastolic=81
21:58 - Blood Pressure (mmHg): Systolic=126, Diastolic=88
21:59 - Blood Pressure (mmHg): Systolic=134, Diastolic=89
22:00 - Blood Pressure (mmHg): Systolic=128, Diastolic=91
22:01 - Blood Pressure (mmHg): Systolic=141, Diastolic=85
22:02 - Blood Pressure (mmHg): Systolic=145, Diastolic=98
22:03 - Blood Pressure (mmHg): Systolic=148, Diastolic=88
22:04 - Blood Pressure (mmHg): Systolic=121, Diastolic=86
22:05 - Blood Pressure (mmHg): Systolic=154, Diastolic=86
22:06 - Blood Pressure (mmHg): Systolic=155, Diastolic=99
22:07 - Blood Pressure (mmHg): Systolic=127, Diastolic=97
22:08 - Blood Pressure (mmHg): Systolic=145, Diastolic=92
22:09 - Blood Pressure (mmHg): Systolic=131, Diastolic=88
22:10 - Blood Pressure (mmHg): Systolic=120, Diastolic=85
22:11 - Blood Pressure (mmHg): Systolic=131, Diastolic=100
22:12 - Blood Pressure (mmHg): Systolic=159, Diastolic=84
22:13 - Blood Pressure (mmHg): Systolic=152, Diastolic=91
22:14 - Blood Pressure (mmHg): Systolic=131, Diastolic=83
22:15 - Blood Pressure (mmHg): Systolic=139, Diastolic=83
22:16 - Blood Pressure (mmHg): Systolic=136, Diastolic=100
22:17 - Blood Pressure (mmHg): Systolic=152, Diastolic=82
22:18 - Blood Pressure (mmHg): Systolic=148, Diastolic=80
22:19 - Blood Pressure (mmHg): Systolic=152, Diastolic=88
22:20 - Blood Pressure (mmHg): Systolic=153, Diastolic=95
22:21 - Blood Pressure (mmHg): Systolic=157, Diastolic=88
22:22 - Blood Pressure (mmHg): Systolic=138, Diastolic=97
22:23 - Blood Pressure (mmHg): Systolic=130, Diastolic=88
22:24 - Blood Pressure (mmHg): Systolic=148, Diastolic=81
22:25 - Blood Pressure (mmHg): Systolic=149, Diastolic=80
22:26 - Blood Pressure (mmHg): Systolic=137, Diastolic=90
22:27 - Blood Pressure (mmHg): Systolic=145, Diastolic=92
22:28 - Blood Pressure (mmHg): Systolic=145, Diastolic=97
22:29 - Blood Pressure (mmHg): Systolic=153, Diastolic=98
22:30 - Blood Pressure (mmHg): Systolic=126, Diastolic=82
22:31 - Blood Pressure (mmHg): Systolic=134, Diastolic=80
22:32 - Blood Pressure (mmHg): Systolic=122, Diastolic=84
22:33 - Blood Pressure (mmHg): Systolic=126, Diastolic=98
22:34 - Blood Pressure (mmHg): Systolic=160, Diastolic=87
22:35 - Blood Pressure (mmHg): Systolic=135, Diastolic=80
22:36 - Blood Pressure (mmHg): Systolic=126, Diastolic=84
22:37 - Blood Pressure (mmHg): Systolic=154, Diastolic=91
22:38 - Blood Pressure (mmHg): Systolic=155, Diastolic=97
22:39 - Blood Pressure (mmHg): Systolic=152, Diastolic=100
22:40 - Blood Pressure (mmHg): Systolic=126, Diastolic=93
22:41 - Blood Pressure (mmHg): Systolic=121, Diastolic=94
22:42 - Blood Pressure (mmHg): Systolic=144, Diastolic=98
22:43 - Blood Pressure (mmHg): Systolic=129, Diastolic=92
22:44 - Blood Pressure (mmHg): Systolic=127, Diastolic=81
22:45 - Blood Pressure (mmHg): Systolic=124, Diastolic=90
22:46 - Blood Pressure (mmHg): Systolic=124, Diastolic=94
22:47 - Blood Pressure (mmHg): Systolic=129, Diastolic=83
22:48 - Blood Pressure (mmHg): Systolic=134, Diastolic=97
22:49 - Blood Pressure (mmHg): Systolic=136, Diastolic=80
22:50 - Blood Pressure (mmHg): Systolic=158, Diastolic=98
22:51 - Blood Pressure (mmHg): Systolic=139, Diastolic=91
22:52 - Blood Pressure (mmHg): Systolic=148, Diastolic=94
22:53 - Blood Pressure (mmHg): Systolic=159, Diastolic=95
22:54 - Blood Pressure (mmHg): Systolic=148, Diastolic=93
22:55 - Blood Pressure (mmHg): Systolic=158, Diastolic=89
22:56 - Blood Pressure (mmHg): Systolic=160, Diastolic=90
22:57 - Blood Pressure (mmHg): Systolic=138, Diastolic=85
22:58 - Blood Pressure (mmHg): Systolic=134, Diastolic=100
22:59 - Blood Pressure (mmHg): Systolic=160, Diastolic=86
23:00 - Blood Pressure (mmHg): Systolic=127, Diastolic=93
23:01 - Blood Pressure (mmHg): Systolic=144, Diastolic=99
23:02 - Blood Pressure (mmHg): Systolic=138, Diastolic=97
23:03 - Blood Pressure (mmHg): Systolic=134, Diastolic=90
23:04 - Blood Pressure (mmHg): Systolic=144, Diastolic=93
23:05 - Blood Pressure (mmHg): Systolic=129, Diastolic=80
23:06 - Blood Pressure (mmHg): Systolic=120, Diastolic=95
23:07 - Blood Pressure (mmHg): Systolic=141, Diastolic=87
23:08 - Blood Pressure (mmHg): Systolic=125, Diastolic=85
23:09 - Blood Pressure (mmHg): Systolic=148, Diastolic=97
23:10 - Blood Pressure (mmHg): Systolic=146, Diastolic=92
23:11 - Blood Pressure (mmHg): Systolic=140, Diastolic=98
23:12 - Blood Pressure (mmHg): Systolic=152, Diastolic=91
23:13 - Blood Pressure (mmHg): Systolic=138, Diastolic=97
23:14 - Blood Pressure (mmHg): Systolic=140, Diastolic=83
23:15 - Blood Pressure (mmHg): Systolic=156, Diastolic=93
23:16 - Blood Pressure (mmHg): Systolic=143, Diastolic=90
23:17 - Blood Pressure (mmHg): Systolic=158, Diastolic=95
23:18 - Blood Pressure (mmHg): Systolic=158, Diastolic=80
23:19 - Blood Pressure (mmHg): Systolic=132, Diastolic=92
23:20 - Blood Pressure (mmHg): Systolic=156, Diastolic=85
23:21 - Blood Pressure (mmHg): Systolic=148, Diastolic=92
23:22 - Blood Pressure (mmHg): Systolic=129, Diastolic=97
23:23 - Blood Pressure (mmHg): Systolic=160, Diastolic=86
23:24 - Blood Pressure (mmHg): Systolic=134, Diastolic=92
23:25 - Blood Pressure (mmHg): Systolic=159, Diastolic=95
23:26 - Blood Pressure (mmHg): Systolic=142, Diastolic=82
23:27 - Blood Pressure (mmHg): Systolic=133, Diastolic=82
23:28 - Blood Pressure (mmHg): Systolic=120, Diastolic=86
23:29 - Blood Pressure (mmHg): Systolic=159, Diastolic=92
23:30 - Blood Pressure (mmHg): Systolic=130, Diastolic=94
23:31 - Blood Pressure (mmHg): Systolic=139, Diastolic=84
23:32 - Blood Pressure (mmHg): Systolic=136, Diastolic=87
23:33 - Blood Pressure (mmHg): Systolic=160, Diastolic=80
23:34 - Blood Pressure (mmHg): Systolic=159, Diastolic=99
23:35 - Blood Pressure (mmHg): Systolic=151, Diastolic=86
23:36 - Blood Pressure (mmHg): Systolic=140, Diastolic=86
23:37 - Blood Pressure (mmHg): Systolic=154, Diastolic=80
23:38 - Blood Pressure (mmHg): Systolic=139, Diastolic=93
23:39 - Blood Pressure (mmHg): Systolic=145, Diastolic=98
23:40 - Blood Pressure (mmHg): Systolic=121, Diastolic=84
23:41 - Blood Pressure (mmHg): Systolic=147, Diastolic=83
23:42 - Blood Pressure (mmHg): Systolic=120, Diastolic=92
23:43 - Blood Pressure (mmHg): Systolic=141, Diastolic=98
23:44 - Blood Pressure (mmHg): Systolic=127, Diastolic=98
23:45 - Blood Pressure (mmHg): Systolic=125, Diastolic=93
23:46 - Blood Pressure (mmHg): Systolic=133, Diastolic=82
23:47 - Blood Pressure (mmHg): Systolic=157, Diastolic=80
23:48 - Blood Pressure (mmHg): Systolic=120, Diastolic=97
23:49 - Blood Pressure (mmHg): Systolic=158, Diastolic=93
23:50 - Blood Pressure (mmHg): Systolic=126, Diastolic=85
23:51 - Blood Pressure (mmHg): Systolic=135, Diastolic=93
23:52 - Blood Pressure (mmHg): Systolic=141, Diastolic=81
23:53 - Blood Pressure (mmHg): Systolic=131, Diastolic=99
23:54 - Blood Pressure (mmHg): Systolic=154, Diastolic=92
23:55 - Blood Pressure (mmHg): Systolic=121, Diastolic=83
23:56 - Blood Pressure (mmHg): Systolic=156, Diastolic=89
23:57 - Blood Pressure (mmHg): Systolic=158, Diastolic=91
23:58 - Blood Pressure (mmHg): Systolic=149, Diastolic=83
23:59 - Blood Pressure (mmHg): Systolic=129, Diastolic=81
00:00 - Blood Pressure (mmHg): Systolic=149, Diastolic=83


** Process exited - Return Code: 0 **
Press Enter to exit terminal
